apache/beam	11749	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NTEwNjU5NQ==	Suggested change                                                                                                 * <h4>Initial Split</h4>                                                 * <h4>Splitting</h4>	False
apache/beam	11339	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNDAzNjk3MA==	Suggested change                                                                                                 * {@link FhirIO.Read.Result} where one can call {@link Read.Result#getResources()} to retrieved a                                                 * {@link FhirIO.Read.Result} where one can call {@link Read.Result#getResources()} to retrieve a	False
apache/beam	12169	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MDQ0MDg4NQ==	Please avoid abbreviation here. I recommend userDefinedTableValuedFunctions (sql is probably redundant in this case). Also consider adding an explanatory comment.	False
apache/beam	13319	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyMzI0NjkyMQ==	Nit: it might be better to list the BigTable reference: https://cloud.google.com/bigtable/docs/reference/data/rpc/google.bigtable.v2	True
apache/beam	11478	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMjcxNDU0MA==	nit: @VisibleForTesting	False
apache/beam	12232	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1Mzk5MjQyNA==	Nit: name it PartitionKeySchema might be more readable.	True
apache/beam	10702	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MjEzNzE5Mg==	nit: maybe this should be first and should read The type of restrictions, {@code R}, used in all restriction methods must be the same. Then you can reference R elsewhere without having to define it again. Up to you, just an idea I had that may increase clarity	True
apache/dolphinscheduler	3315	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MjI0MTI5MA==	Suggested change                                                                                                        if(start == null || end == null){                                                        if(start == null || end == null) {	False
apache/druid	10401	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5MjgyNDI0Nw==	If I'm reading this correctly, this change isn't really needed in this PR, but it's some consolidation that was done across the various aggregator factories	True
apache/druid	9384	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4Mzk3MjU1Mw==	nit: use (s1, s2) -> Integer.compare(s2.length(), s1.length()) instead. Less code to read / maintain.	True
apache/flink	10832	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2NzQ3MzE5MA==	Suggested change                                                                                                  * is done immediately.                                                  * is completed immediately.	False
apache/flink	13175	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3Mjk4NzQxOA==	I don't really see how @NicoK 's suggestion makes it clearer that it could also be a savepoint. My suggestion would be to encode the type checkpoint/savepoint into CompletedCheckpoint#toString and just use: LOG.info("Restoring job {} from  {}.", job, latest);. Then the full message would be 8004 [flink-akka.actor.default-dispatcher-3] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator [] - Restoring job 36681198e38a2c91932eb131f47e3641 from Checkpoint 1 @ 1597663438566 for 36681198e38a2c91932eb131f47e3641 located at file:/var/folders/dm/5xn_h6n9135dwy4j27sr65zh0000gp/T/junit492898918775365121/junit2392379173263601046/checkpoints/36681198e38a2c91932eb131f47e3641/chk-1.  instead of 8004 [flink-akka.actor.default-dispatcher-3] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator [] - Restoring job 36681198e38a2c91932eb131f47e3641 from checkpoint: Checkpoint 1 @ 1597663438566 for 36681198e38a2c91932eb131f47e3641 located at file:/var/folders/dm/5xn_h6n9135dwy4j27sr65zh0000gp/T/junit492898918775365121/junit2392379173263601046/checkpoints/36681198e38a2c91932eb131f47e3641/chk-1.	True
apache/flink	10736	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2ODQ2NDU0Mg==	nit: it already was -> it was already	True
apache/flink	13735	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNzk3NzQxMw==	nit: After removing the higher level cache, this field can also be computed eagerly think (as it will be used anyways if the is being object is constructed).	True
apache/flink	11353	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwOTU4MDIwMw==	nit:                         Suggested change                                                                                                 private final int minMemMB;                                                 private final int minVcore;                                                 private final int maxMemMB;                                                 private final int maxVcore;                                                 private final int minMemMB;                                                 private final int maxMemMB;                                                 private final int minVcore;                                                 private final int maxVcore;	False
apache/flink	12025	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNTUzODI5MQ==	A better way is first super., second do own works. same below.	False
apache/geode	5333	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0OTE0NTM1NA==	This test name is a little misleading. It might be better as "getOwnerWithWaitReturnsNullIfNotInitializedWithWait"	False
apache/hadoop	2354	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwMDI1NDcxOA==	as discussed: better to fix DirListingIterator to match RemoteIterator API; we can consider it's failure a bug	False
apache/helix	924	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNzc5MTYxNw==	Nit, just make my point clear: this is kind of redundant, not what I meant. I meant return curSessionId != sessionId && curSessionId != 0;	True
apache/helix	1439	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwMjY0Njk3OA==	"default timeout" is not clear enough. Please mention the real timeout here. Maybe use java doc feature to link with the variable would be a good idea. But I'm not sure if it works fine. please have a try.	True
apache/helix	1441	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwMDQ3OTkyMw==	I suggest covering all the accessor related calls inside the commit(). There should be 3 as I remember.	True
apache/helix	827	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4Nzg2MTM1OA==	The original logic is actually confusing here. Passing an empty new map here is much easier for people to understand. Since it won't change the logic, I suggest you just change it to make it clean : )	True
apache/hive	1275	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1Nzk3NzcwOQ==	What happens if one of the futures throws the exception? Are the others continue to execute? Will we wait until all of the tasks are finished one way or another? We do not want multiple Cleaning tasks running concurrently on the same partition. Seeing this the same problem might arise with the Initiator too. What do you think @deniskuzZ ?	True
apache/hudi	1210	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2NTU3MzE5OA==	😃 May be bellow is better: LOG.info("Hoodie consume mode pattern is : {}, mode is : {}", modePropertyName, mode);	True
apache/hudi	1360	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4NjAwOTM4NQ==	it would be good to have a switch to differentiate the cases and refactor each case to different methods for readability. Note that though we only have 'hudi' and 'parquet' for now, there could be more cases in future when needs rise.	True
apache/iceberg	1875	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0NzU0NzE2NQ==	When I suggested using SparkCatalog earlier, I didn't think about how it isn't defined for 2.4. Instead of this check, let's just check whether the catalog property is defined at all. As long as catalogName is non-null, it is a catalog for the purposes of this config. If the catalog doesn't have a valid type or implementation class then loading it will fail. Also, it would be catalogImpl not name because name is the catalog name.	True
apache/iceberg	1221	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NzcxMTUzOQ==	I just had an idea for an alternative solution to this. What about detecting that there are no filters and instead returning a value based on the total-records value in snapshot metadata? Usually, estimating stats based on the number of rows and a guess for the size of a row is much better than using the actual size anyway. So if you can get the number of rows and come up with an estimate for the size of each row based on the table schema, then you wouldn't need to disable stats at all.	True
apache/iceberg	1586	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwOTQ1Njc4MQ==	Style nit: we typically add an empty line after control flow statements. This removes one and doesn't add one after the new if.	False
apache/iceberg	854	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5NTA4OTczMg==	Would it be simpler to call hasNext in next method instead? like so @Override       public E next() {         if (hasNext()) {           return currentIterator.next();         } else {           throw new NoSuchElementException();         }       }  My understanding is we can keep calling hasNext as many times as we want until we consume that element from the Iterator.	True
apache/iceberg	1098	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNzc4MDUyNA==	nit: Would it make sense to move private classes to the bottom of the file so that people will focus on the main logic?	True
apache/incubator-doris	3063	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzOTQ1NjQyNg==	Suggested change                                                                                                 *      BuildGlobalDict.createHiveIntermediateTable()                                                 *      GlobalDictBuilder.createHiveIntermediateTable()	False
apache/iotdb	1090	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNDQwNjgyNw==	Recording the failed nodes is one way, but there is a chance that previously down nodes will go back online when the query proceeds, or maybe there is just a temporary network partition that caused the node time out. For example, the query reads data of [1, 100] from node1 and node2, when it is reading 10, node1 fails, but later when it is reading 90, node1 recovers but node2 fails and the current implementation will miss a chance to let the query go on. Such a situation is more common when the query is complicated and time-consuming. So I advise that do not record the visited node, but every time nextDataClient is called, traverse nodes once from the current position and only return null when the traverse ends but no nodes respond.	True
apache/iotdb	2184	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU1OTI5ODEwNA==	Better to use some final static fields to explain this. And is it really necessary to use the numbers from Marker? It is confusing when you have 1 and 4, but there are no 2 and 3.	False
apache/iotdb	818	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4MDAzODY2NQ==	Suggested change                                                                                                  TimeSeries next() throws IOException;                                                  TimeSeries nextTimeColumn() throws IOException;	False
apache/iotdb	2113	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzMDE5MDIyMQ==	All deviceIds are verified in every loop, which is unnecessary. It would be better to copy deviceIds into another list and remove them once verified, or use a boolean array to indicate whether the deviceId has been verified.	False
apache/jena	759	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MDYwMTk3NA==	This method looks a lot like another method I'd read on this PR. Could they be merged into one and re-used? Or are they doing something different? (Will have another look after submitting the review)	True
apache/kafka	8330	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5NjM0MDY1Ng==	prop: Could you explain a bit better what the warning is about? If somebody does not know the code, it is hard to understand what is going on.	False
apache/kafka	8683	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0Mjc1NzE3Mw==	nit: I would put connectionSetupTimeoutMaxMs first as it is the expected value. The same applies below.	True
apache/kafka	8589	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMDgyNjY0Mw==	Suggested change                                                                                                                        "Try set '--force' in the cmdline to force delete active members.");                                                                        + " You can use option '--force' to remove active members from the group.");	False
apache/kafka	8265	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MTMxNzExMQ==	nit: if {} else {log.trace()}.	True
apache/kafka	8262	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MjUxMTY3OQ==	Suggested change                                                                                                     * Assigns task for which one or more caught-up clients exist to one of the caught-up clients.                                                     * Assigns tasks for which one or more caught-up clients exist to one of the caught-up clients.	False
apache/kafka	8478	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwOTAyMjU0Nw==	Nice clean, now we catch the exception in the caller.	False
apache/lucene-solr	1234	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3OTMwNDM2OQ==	Suggested change                                                                                                    if ((version >= Lucene80DocValuesFormat.VERSION_BIN_COMPRESSED && entry.numDocsWithField >0)||  entry.minLength < entry.maxLength) {                                                    if ((version >= Lucene80DocValuesFormat.VERSION_BIN_COMPRESSED && entry.numDocsWithField > 0) ||  entry.minLength < entry.maxLength) {	False
apache/lucene-solr	1995	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwNjU1MDk5NQ==	would't it be better to only have one hashmap, returning tuples of replacement and flags? You may use https://docs.oracle.com/javase/9/docs/api/java/util/Map.html#entry-K-V- (e.g. Map.entry(replacement, flag) as a workaround to hold two values as a pair.	False
apache/ozone	503	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MzEzMDgzOA==	Suggested change                                                                                                    assertTrue(containers.get(0).equals(containerInfo));                                                    assertEquals(containerInfo, containers.get(0));	True
apache/ozone	1645	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzMzU5NjA0Ng==	Changing this may break backward compatibility in the Datanode since the value of this constant is written down to and read from the Version file. We can either leave it as it is, or make sure that the writers always use "layoutVersion", and the readers fall back to "layOutVersion" if the default is not present.	False
apache/ozone	1701	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU2MjM4NTIzMQ==	NIT: you mean volume?	True
apache/ozone	504	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MzczMzg4NQ==	Looks like checking keyTable is not required here. I feel we can ignore it here, as unnecessary extra DB read for all MPU initate cases.	False
apache/ozone	688	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MzIzNjM3Mw==	Nit: Fix typo	False
apache/ozone	1435	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5ODk3Mjg2MQ==	Instead of streams, use for loop and compute, as request execution is in hot code path. I see a few recent jira's to not to use streams and helped perf improvement. Can we use good old for loop here?	False
apache/ozone	1694	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0NjUxNDA0Mg==	Its better to add debug for CONTAINER_NOT_OPEN as well.	True
apache/pinot	6326	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MTA5MzY0OA==	This is somewhat confusing to read - why does setup() call something named validate(), instead of setting up the cluster? One has to go to inside validate() to figure out what is going. Perhaps it can be named setupClusterAndValidate(), or something more readable?	True
apache/pinot	5617	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NTY2ODM0NA==	Can you create an issue for this and reference the issue number? It is not clear what needs to be done here. I am guessing that the change is that if metadata is added, then we don't need to extract metadata?	True
apache/pinot	4955	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2MjY1MTE4OA==	nit: one extra space between + and "-"	False
apache/pinot	6204	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxMzEwNTczNg==	(nit) Capitalize the first character for consistency	False
apache/rocketmq	1985	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMjQxMzQ1Mg==	what is a blacklist? It's just not allowed to send a message to this topic. It would be better to name it notAllowedSending.	True
apache/rocketmq	2376	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxMTg4NjEzMQ==	Is it a necessary judgment here? Although you use the InetAddressValidator, I would like to recommend you solve the problem thoroughly. BTW, Hopefully, you could continue to optimize this class. There are many implementations that can be replaced by existing libs. I would like to follow your process.	True
apache/skywalking	5412	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3OTY1OTYzNQ==	Suggested change                                                                                                        if (enhanceInfo != null) {                                                        // The SendCallBackEnhanceInfo could be null when there is an internal exception in the client API,                                                        // such as MQClientException("no route info of this topic")                                                        if (enhanceInfo != null) {	True
apple/servicetalk	980	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNTMzNTM5Mw==	nit: s/maybe/may be/	False
aws-amplify/amplify-android	497	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyODMxMjE0MA==	Nit: AWSMobileClientAuthProvider instead?	True
aws-greengrass/aws-greengrass-nucleus	116	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5NTIwODg3Mw==	[nit] for	False
aws-greengrass/aws-greengrass-nucleus	128	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5Njg2NTA4Nw==	This technically breaks the benchmark dashboard because it will interpret the primary metric as s/op instead of ops/s which this mode gives us. Either change this mode, or else change the python script to read the primary metric type/mode and handle it appropriately as ops/s instead of the execution time.	True
awslabs/smithy	337	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMTEyMjg2MQ==	Subtle tweak to the wording - "These shapes in the closure..." - to point that the sentence is referring to explicitly the listed shapes. I can foresee some reading the last part and being confused when encountering this taken from the test outputs, with one saying must and the other saying should worded to a general case: [DANGER] another.ns#ListC: Shape name `ListC` conflicts with `ns.foo#ListC` in the `ns.foo#MyService` service closure. Shapes in the closure of a service must have case-insensitively unique names regardless of their namespaces. | Service [NOTE] ns.foo#String: Shape name `String` conflicts with `smithy.api#String` in the `ns.foo#MyService` service closure. Shapes in the closure of a service should have case-insensitively unique names regardless of their namespaces. | Service	False
awslabs/smithy	318	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5Njc2MzE1NA==	nit: s/model.base/model	False
axonframework/axonframework	1330	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MTE4MDc5OA==	Suggested change                                                                                                     * @return the estimated relative position this tracking token represents for the event tracker status whether this Segment is still replaying                                                     * @return return the estimated relative replay position this Segment represents	False
axonframework/axonframework	1337	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5NjQ1NTcwOA==	Suggested change                                                                                                     * Sends given {@code query} over the {@link QueryBus}, expecting a response in the form of {@code responseType}                                                     * from several sources. The flux is completed when a {@code timeout} occurs or when all results are received.                                                     * Execution may be asynchronous, depending on the QueryBus implementation.                                                     * <p><b>Do note that query will not be dispatched until there is a subscription to the resulting {@link                                                     * Mono}</b></p>                                                     * <b>Note</b>: Any {@code null} results will be filtered out by the QueryGateway. If you require the {@code null}                                                     * to be returned, we suggest using {@link QueryBus} instead.                                                     * Sends the given {@code query} over the {@link QueryBus}, expecting a response in the form of {@code responseType}                                                     * from several sources. The returned {@link Flux} is completed when a {@code timeout} occurs or when all results are received.                                                     * Execution may be asynchronous, depending on the {@code QueryBus} implementation.                                                     * <p><b>Do note that the {@code query} will not be dispatched until there is a subscription to the resulting {@link                                                     * Mono}</b></p>                                                     * <b>Note</b>: Any {@code null} results will be filtered out by the {@link ReactiveQueryGateway}. If you require the {@code null}                                                     * to be returned, we suggest using {@code QueryBus} instead.	False
azure/azure-sdk-for-android	252	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MjUyMjc0OQ==	Nit: Indentation.                         Suggested change                                                                                                    void getBlobsInPageWithRestResponse(String pageId,                                                                                               String containerName,                                                                                               String prefix,                                                                                               Integer maxResults,                                                                                               List<ListBlobsIncludeItem> include,                                                                                               Integer timeout,                                                                                               String requestId,                                                                                               CancellationToken cancellationToken,                                                    void getBlobsInPageWithRestResponse(String pageId,                                                                                        String containerName,                                                                                        String prefix,                                                                                        Integer maxResults,                                                                                        List<ListBlobsIncludeItem> include,                                                                                        Integer timeout,                                                                                        String requestId,                                                                                        CancellationToken cancellationToken,	False
azure/azure-sdk-for-android	252	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MjUzNDM1OQ==	Nit: Indentation.                         Suggested change                                                                                                    public void commitBlockList(String containerName,                                                                                       String blobName,                                                                                       List<String> base64BlockIds,                                                                                       boolean overwrite,                                                                                       Callback<BlockBlobItem> callback) {                                                    public void commitBlockList(String containerName,                                                                                String blobName,                                                                                List<String> base64BlockIds,                                                                                boolean overwrite,                                                                                Callback<BlockBlobItem> callback) {	False
azure/azure-sdk-for-android	346	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5NzgzNjQyNA==	Suggested change                                                                                                     * @param nextPageId id of the page next to this page                                                     * @param nextPageId id of the page after this page	False
azure/azure-sdk-for-android	237	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMzQyODU5NQ==	Suggested change                                                                                                                        "' is cannot be processed, failed to open the content to write.", t));                                                                        "' cannot be processed, failed to open the content to write.", t));	False
azure/azure-sdk-for-android	386	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwNDMxNzUwMg==	Suggested change                                                                                                        return storageBlobServiceClient.setTierWithRestResponse(containerName,                                                        return storageBlobServiceClient.setBlobTierWithRestResponse(containerName,	False
azure/azure-sdk-for-java	9654	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMDMwOTY1OA==	nit: Could this be renamed dash to more closely follow the - character's name.	True
azure/azure-sdk-for-java	7589	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MTQ2NDczNQ==	I understand this is auto-generated, but it is hard to read. Can it be improved at all?	True
azure/azure-sdk-for-java	7254	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2NDAyMDA5Mg==	nit: can remove final here and other examples.	False
azure/azure-sdk-for-java	13984	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2ODgwOTUxOA==	Lock ->  Message lock : To make it clear that it is message lock.	False
azure/azure-sdk-for-java	15735	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5NzAxODA1MQ==	NIT: the the indent same as above line?	True
azure/azure-sdk-for-java	14636	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MDM3MjM2NQ==	nit: missing trailing empty line.	True
azuread/microsoft-authentication-library-common-for-android	1179	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU1MjM1NjA5OA==	Suggested change                                                                                                        Logger.i(TAG,"Enable Browser Access..");                                                        Logger.i(TAG, "Enable Browser Access..");	True
azuread/microsoft-authentication-library-common-for-android	880	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwOTMzMTE2Mw==	nit: moving file in the middle of the change makes it harder to review IMO. (i.e. git could get drunk like what we're seeing in this file) Next time, let's move the files in a separate PR.	True
azuread/microsoft-authentication-library-common-for-android	1142	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MTgzNDcxMw==	That's how it seems to come up on my Pixel 3 (there may be difference in API 29 on Pixel 2 vs 3)....let's change it to this to get it to work on Pixel 3                         Suggested change                                                                                                            final UiObject doneButton = UiAutomatorUtils.obtainUiObjectWithExactText("DONE");                                                            final UiObject doneButton = UiAutomatorUtils.obtainUiObjectWithExactText("Done");	False
azuread/microsoft-authentication-library-common-for-android	954	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MTE4MzEyNA==	Suggested change                                                                                                         * Deprecated string of access token type.                                                         * <strong>Deprecated<strong> string of access token type.  Prefer {@link #TOKEN_TYPE} instead.	False
azuread/microsoft-authentication-library-common-for-android	1012	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NjU2OTEzMg==	I was looking at this, I thought Future threw ExecutionExcepttion as well.  If it does, that's a better throw than runtime below.	True
azuread/microsoft-authentication-library-common-for-android	1108	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNTczNjI3MA==	Suggested change                                                                                                     * Generates {@link SharedPreferencesFileManager}'s key.                                                     * Generates {@link SharedPreferencesFileManager}'s cache key for the negotiated protocol version.	False
ballerina-platform/ballerina-lang	22439	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNDk3NDgxNw==	The error message should've been                         Suggested change                                                                                                                "never typed required fields not allowed, define 'y' as an optional field instead", 49, 5);                                                                "'never' typed required fields not allowed, define 'y' as an optional field instead", 49, 5);                                 right?	True
ballerina-platform/ballerina-lang	20914	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3NjUzNTM5Mw==	If we consider security best practices, is it ok to have the keyPassword in error message and logs? @ldclakmal	True
